,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,Sydney,-33.8679,151.2073,55.71,91,85,9.95,AU,2022-07-20 01:40:24
298,Enshi,30.3,109.4833,79.02,90,99,1.72,CN,2022-07-20 01:41:00
299,Hami,42.8,93.45,79.03,24,100,23.71,CN,2022-07-20 01:41:00
300,Ribeira Grande,38.5167,-28.7,72.07,88,0,5.37,PT,2022-07-20 01:41:00
301,Thinadhoo,0.5333,72.9333,80.22,74,100,3.22,MV,2022-07-20 01:41:01
302,Kwekwe,-18.9281,29.8149,53.49,76,53,4.14,ZW,2022-07-20 01:41:01
303,Severo-Kurilsk,50.6789,156.125,51.42,98,100,18.03,RU,2022-07-20 01:41:01
304,Peace River,56.2501,-117.286,66.51,55,100,16.11,CA,2022-07-20 01:36:50
305,Berga,60.392,5.328,70.21,52,100,12.66,NO,2022-07-20 01:41:02
306,Vestmanna,62.1564,-7.1664,49.12,100,100,8.05,FO,2022-07-20 01:41:02
307,Tuensang,26.2833,94.8333,73.6,98,100,1.19,IN,2022-07-20 01:41:03
308,Zholymbet,51.7433,71.7122,69.26,40,98,12.93,KZ,2022-07-20 01:41:03
309,Honningsvag,70.9821,25.9704,51.55,93,100,9.22,NO,2022-07-20 01:41:03
310,Mayumba,-3.432,10.6554,69.08,93,68,3.56,GA,2022-07-20 01:39:39
311,Beaverlodge,55.2166,-119.4361,67.44,50,9,9.78,CA,2022-07-20 01:41:04
312,Grindavik,63.8424,-22.4338,53.55,93,0,8.05,IS,2022-07-20 01:41:04
313,Kitui,-1.367,38.0106,59.47,89,99,7.99,KE,2022-07-20 01:41:04
314,Svetlaya,46.5389,138.3297,65.37,83,77,6.35,RU,2022-07-20 01:41:05
315,Kano,12.0001,8.5167,76.12,71,43,7.0,NG,2022-07-20 01:41:05
316,Cabo San Lucas,22.8909,-109.9124,90.61,67,40,8.05,MX,2022-07-20 01:38:57
317,Omboue,-1.5746,9.2618,72.05,86,100,6.29,GA,2022-07-20 01:41:06
318,Soyo,-6.1349,12.3689,69.89,92,41,5.37,AO,2022-07-20 01:41:06
319,Antalaha,-14.9003,50.2788,67.05,86,23,10.07,MG,2022-07-20 01:41:06
320,Dembi Dolo,8.5333,34.8,56.64,91,100,2.8,ET,2022-07-20 01:41:07
321,Mutoko,-17.397,32.2268,52.38,91,61,3.98,ZW,2022-07-20 01:41:07
322,Stornoway,58.2093,-6.3865,55.92,89,100,6.91,GB,2022-07-20 01:41:07
323,Siderno,38.2779,16.302,76.33,60,0,4.76,IT,2022-07-20 01:41:08
324,Bathsheba,13.2167,-59.5167,81.21,94,40,12.66,BB,2022-07-20 01:39:42
325,Riyadh,24.6877,46.7219,91.54,15,7,10.38,SA,2022-07-20 01:41:08
326,Perth,-31.9333,115.8333,61.09,76,100,14.79,AU,2022-07-20 01:37:58
327,Jumla,29.2747,82.1838,64.44,96,100,2.24,NP,2022-07-20 01:41:09
328,Acari,-15.4311,-74.6158,65.32,75,45,2.19,PE,2022-07-20 01:41:09
329,Santa Maria,-29.6842,-53.8069,49.3,100,40,5.75,BR,2022-07-20 01:37:42
330,Karratha,-20.7377,116.8463,75.15,29,0,16.35,AU,2022-07-20 01:41:09
331,College,64.8569,-147.8028,55.35,88,100,6.91,US,2022-07-20 01:41:09
332,Coihaique,-45.5752,-72.0662,38.19,99,100,9.98,CL,2022-07-20 01:41:10
333,Codrington,-38.2667,141.9667,51.15,56,0,3.09,AU,2022-07-20 01:38:56
334,Bakchar,57.0186,82.0711,56.03,94,99,5.61,RU,2022-07-20 01:41:10
335,Zemio,5.0314,25.1361,66.69,99,98,1.81,CF,2022-07-20 01:41:11
336,Pangody,65.85,74.4859,63.09,51,14,13.18,RU,2022-07-20 01:41:11
337,Irricana,51.3237,-113.6048,84.18,75,16,19.15,CA,2022-07-20 01:41:11
338,Qaqortoq,60.7167,-46.0333,49.06,91,100,2.28,GL,2022-07-20 01:41:12
339,Opuwo,-18.0607,13.84,53.87,50,0,3.6,NA,2022-07-20 01:41:12
340,Ossora,59.2353,163.0719,65.37,79,90,10.09,RU,2022-07-20 01:41:12
341,Clyde River,70.4692,-68.5914,34.03,100,100,6.91,CA,2022-07-20 01:41:13
342,Tiarei,-17.5333,-149.3333,82.42,67,1,4.5,PF,2022-07-20 01:41:13
343,Caluquembe,-13.7833,14.6833,52.34,77,0,1.74,AO,2022-07-20 01:38:28
344,Acapulco,16.8634,-99.8901,81.48,84,24,4.68,MX,2022-07-20 01:41:13
345,Sorong,-0.8833,131.25,82.31,74,99,10.85,ID,2022-07-20 01:37:33
346,Turukhansk,65.8167,87.9833,50.13,88,100,7.99,RU,2022-07-20 01:41:14
347,Chapais,49.7834,-74.8492,62.38,78,2,6.38,CA,2022-07-20 01:41:14
348,Lagoa,39.05,-27.9833,70.93,90,0,8.61,PT,2022-07-20 01:41:15
349,Bharatpur,27.2167,77.4833,94.96,49,11,5.19,IN,2022-07-20 01:41:15
350,Jiuquan,39.7432,98.5174,78.66,21,86,8.12,CN,2022-07-20 01:41:15
351,Calvia,39.5657,2.5062,79.09,67,0,4.12,ES,2022-07-20 01:39:49
352,Mandurah,-32.55,115.7,60.91,63,93,17.29,AU,2022-07-20 01:41:16
353,Goure,13.9835,10.2704,80.02,58,0,11.68,NE,2022-07-20 01:41:16
354,Sobolevo,54.4299,31.8996,54.54,96,53,9.8,RU,2022-07-20 01:41:16
355,Iquitos,-3.7481,-73.2472,71.47,98,71,1.77,PE,2022-07-20 01:41:17
356,Havoysund,70.9963,24.6622,50.95,91,100,1.28,NO,2022-07-20 01:41:17
357,Aleksandrov Gay,50.147,48.5704,63.55,55,0,7.78,RU,2022-07-20 01:41:17
358,Burns Lake,54.2331,-125.7533,67.73,40,8,7.0,CA,2022-07-20 01:41:18
359,Honiara,-9.4333,159.95,87.69,60,4,7.7,SB,2022-07-20 01:41:18
360,Praia,14.9215,-23.5087,77.54,83,20,3.44,CV,2022-07-20 01:38:06
361,Los Llanos De Aridane,28.6585,-17.9182,67.75,78,0,13.8,ES,2022-07-20 01:38:19
362,Vaitape,-16.5167,-151.75,77.76,67,22,6.71,PF,2022-07-20 01:41:19
363,Necochea,-38.5473,-58.7368,48.81,43,0,17.05,AR,2022-07-20 01:41:19
364,Magadan,59.5667,150.8,74.53,80,62,8.05,RU,2022-07-20 01:41:19
365,Hualmay,-11.0964,-77.6139,62.19,82,63,9.66,PE,2022-07-20 01:41:20
366,Hovd,48.0056,91.6419,60.69,45,99,5.03,MN,2022-07-20 01:41:20
367,Balabac,7.9868,117.0645,84.92,71,9,10.2,PH,2022-07-20 01:41:20
368,Wenling,28.3669,121.36,85.05,77,82,14.41,CN,2022-07-20 01:41:21
369,Getulio Vargas,-32.6796,-53.5494,45.27,93,0,5.86,UY,2022-07-20 01:41:21
370,Pisco,-13.7,-76.2167,60.03,89,77,1.39,PE,2022-07-20 01:41:21
371,Sitka,57.0531,-135.33,55.29,82,100,12.66,US,2022-07-20 01:41:22
372,Barstow,34.8986,-117.0228,104.99,17,13,21.99,US,2022-07-20 01:41:22
373,Choya,52.0108,86.5467,57.9,89,100,2.17,RU,2022-07-20 01:41:22
374,Anloga,5.7947,0.8973,75.13,76,41,11.48,GH,2022-07-20 01:41:22
375,Mwene-Ditu,-7.0,23.45,70.45,44,82,3.87,CD,2022-07-20 01:41:23
376,Narsaq,60.9167,-46.05,50.22,91,100,2.66,GL,2022-07-20 01:41:23
377,Sibolga,1.7427,98.7792,80.78,81,100,0.98,ID,2022-07-20 01:41:24
378,Sweetwater,25.7634,-80.3731,85.01,77,20,10.36,US,2022-07-20 01:41:24
379,Vrangel,42.7297,133.0839,67.96,86,25,8.75,RU,2022-07-20 01:41:24
380,Gat,31.61,34.7642,82.4,74,0,2.06,IL,2022-07-20 01:41:25
381,Cortez,37.3489,-108.5859,93.96,14,0,16.11,US,2022-07-20 01:41:25
382,San Cristobal,7.7669,-72.225,65.34,98,100,4.03,VE,2022-07-20 01:41:25
383,Berbera,10.4396,45.0143,88.21,41,100,29.53,SO,2022-07-20 01:41:26
384,Bara,10.3744,10.7288,70.74,95,51,5.19,NG,2022-07-20 01:41:26
385,Dalbandin,28.8947,64.4101,85.14,54,77,8.25,PK,2022-07-20 01:41:26
386,Montepuez,-13.1256,38.9997,59.07,98,15,4.52,MZ,2022-07-20 01:41:27
387,Takoradi,4.8845,-1.7554,72.95,77,64,7.16,GH,2022-07-20 01:41:27
388,Hambantota,6.1241,81.1185,77.34,100,40,2.3,LK,2022-07-20 01:41:27
389,La Ronge,55.1001,-105.2842,74.17,39,51,9.22,CA,2022-07-20 01:38:23
390,Bowen,-20.0167,148.2333,71.08,67,74,15.97,AU,2022-07-20 01:41:28
391,Vyshestebliyevskaya,45.1961,37.0181,61.21,66,0,10.11,RU,2022-07-20 01:41:28
392,Arkhara,49.4212,130.0842,70.2,87,99,4.03,RU,2022-07-20 01:41:28
393,Mrakovo,52.7161,56.6244,59.23,89,41,3.33,RU,2022-07-20 01:41:29
394,Milos,36.75,24.4333,72.28,70,0,28.54,GR,2022-07-20 01:41:29
395,Hobyo,5.3505,48.5268,74.19,79,100,24.36,SO,2022-07-20 01:41:30
396,Linxia,35.6003,103.2064,67.12,52,0,0.43,CN,2022-07-20 01:41:30
397,Gallup,35.5281,-108.7426,93.96,16,40,13.8,US,2022-07-20 01:41:30
398,Olafsvik,64.8945,-23.7142,50.68,81,58,11.95,IS,2022-07-20 01:41:31
399,Sisimiut,66.9395,-53.6735,46.24,85,90,3.56,GL,2022-07-20 01:38:18
400,Cayenne,4.9333,-52.3333,76.08,1,0,0.0,GF,2022-07-20 01:39:02
401,Muroto,33.2833,134.15,80.38,78,87,6.2,JP,2022-07-20 01:41:31
402,Brits,-25.6347,27.7802,58.28,64,71,2.71,ZA,2022-07-20 01:41:32
403,Henties Bay,-22.116,14.2845,54.73,93,11,12.95,NA,2022-07-20 01:41:32
404,Faya,18.3851,42.4509,67.35,51,100,5.61,SA,2022-07-20 01:41:32
405,Vanimo,-2.6741,141.3028,81.93,77,92,1.34,PG,2022-07-20 01:38:19
406,Valparaiso,-33.0393,-71.6273,53.19,83,0,9.55,CL,2022-07-20 01:41:33
407,Iowa City,41.6611,-91.5302,85.98,65,0,8.05,US,2022-07-20 01:38:33
408,Swan River,52.1058,-101.2676,78.69,53,77,2.3,CA,2022-07-20 01:41:33
409,Canton,23.1167,113.25,89.55,57,43,9.55,CN,2022-07-20 01:38:44
410,Shitanjing,39.2342,106.3439,70.79,45,0,7.16,CN,2022-07-20 01:41:34
411,Kieta,-6.2167,155.6333,83.59,70,56,5.03,PG,2022-07-20 01:41:34
412,Pueblo,38.2545,-104.6091,87.75,29,75,14.97,US,2022-07-20 01:39:09
413,Albert,50.0009,2.651,68.79,93,97,6.29,FR,2022-07-20 01:41:34
414,Ngunguru,-35.6167,174.5,62.8,66,35,7.87,NZ,2022-07-20 01:41:35
415,Sambava,-14.2667,50.1667,68.79,83,17,14.09,MG,2022-07-20 01:41:35
416,Mitsamiouli,-11.3847,43.2844,75.43,66,0,5.84,KM,2022-07-20 01:41:35
417,Kununurra,-15.7667,128.7333,82.38,34,9,12.66,AU,2022-07-20 01:41:36
418,Tsiroanomandidy,-18.7667,46.0333,54.59,77,0,4.32,MG,2022-07-20 01:41:36
419,Najran,17.4924,44.1277,79.45,42,100,9.13,SA,2022-07-20 01:41:36
420,Benicarlo,40.4165,0.4271,80.91,72,1,5.75,ES,2022-07-20 01:41:37
421,Oussouye,12.485,-16.5469,77.18,87,100,10.09,SN,2022-07-20 01:41:37
422,La Palma,33.8464,-118.0467,96.31,52,20,9.22,US,2022-07-20 01:41:37
423,Outlook,51.5001,-107.0513,77.34,50,7,4.0,CA,2022-07-20 01:41:38
424,Saint-Ambroise,48.5501,-71.3324,68.54,60,35,12.66,CA,2022-07-20 01:41:38
425,Xichang,27.8964,102.2634,66.36,94,100,1.34,CN,2022-07-20 01:41:38
426,Aswan,24.0934,32.907,87.1,19,0,4.61,EG,2022-07-20 01:41:39
427,Aquiraz,-3.9014,-38.3911,78.89,86,17,11.92,BR,2022-07-20 01:38:25
428,Tomatlan,19.9333,-105.25,81.32,82,100,3.11,MX,2022-07-20 01:41:39
429,Guanare,9.0418,-69.7421,71.94,98,100,1.21,VE,2022-07-20 01:41:39
430,Chapleau,47.8405,-83.4034,73.49,78,100,0.0,CA,2022-07-20 01:41:40
431,Dongsheng,39.8161,109.9776,71.55,40,25,3.38,CN,2022-07-20 01:41:40
432,Hervey Bay,-25.2986,152.8535,69.03,68,75,7.0,AU,2022-07-20 01:41:40
433,Margate,51.3813,1.3862,69.69,79,98,5.99,GB,2022-07-20 01:41:41
434,Balykshi,47.0667,51.8667,71.6,40,40,13.42,KZ,2022-07-20 01:41:41
435,Mindelo,16.8901,-24.9804,76.55,78,40,16.11,CV,2022-07-20 01:41:41
436,Nancha,47.1333,129.2667,79.29,71,31,1.12,CN,2022-07-20 01:41:42
437,Padre Bernardo,-15.35,-48.5,66.34,45,4,5.14,BR,2022-07-20 01:41:42
438,Iskateley,67.6803,53.1512,63.72,66,6,15.84,RU,2022-07-20 01:41:42
439,Labuhan,-6.8844,112.2051,82.45,71,36,10.92,ID,2022-07-20 01:41:43
440,Ko Samui,9.5357,99.9357,84.11,74,20,4.61,TH,2022-07-20 01:41:43
441,Zheshart,62.0731,49.5733,56.14,97,94,4.23,RU,2022-07-20 01:41:44
442,Umm Kaddadah,13.6017,26.6876,80.42,60,38,14.58,SD,2022-07-20 01:41:44
443,Atambua,-9.1061,124.8925,78.84,52,86,0.96,ID,2022-07-20 01:41:44
444,Homer,59.6425,-151.5483,53.47,91,100,10.36,US,2022-07-20 01:37:31
445,Zabid,14.1951,43.3152,87.94,53,100,4.47,YE,2022-07-20 01:41:45
446,Mananara,-16.1667,49.7667,67.06,89,28,11.7,MG,2022-07-20 01:41:45
447,Petropavlovskoye,52.0712,84.107,66.27,56,19,6.02,RU,2022-07-20 01:41:45
448,Nemuro,43.3236,145.575,59.81,90,100,8.3,JP,2022-07-20 01:40:53
449,Kabare,-2.4683,28.8242,59.49,76,94,1.32,CD,2022-07-20 01:41:46
450,Dieppe,49.75,1.1667,66.38,92,100,6.33,FR,2022-07-20 01:41:46
451,Dawei,14.0833,98.2,80.49,85,93,2.89,MM,2022-07-20 01:41:46
452,Taman,45.2117,36.7161,72.73,64,0,9.69,RU,2022-07-20 01:41:47
453,Eureka,40.8021,-124.1637,65.12,80,55,5.01,US,2022-07-20 01:41:40
454,Elko,41.0002,-115.5012,82.42,43,50,14.0,US,2022-07-20 01:41:47
455,Norman Wells,65.282,-126.8329,75.24,31,40,13.8,CA,2022-07-20 01:41:48
456,Lovozero,68.005,35.0117,52.57,86,100,6.69,RU,2022-07-20 01:41:48
457,Manono,-7.3,27.4167,74.95,40,38,3.78,CD,2022-07-20 01:41:48
458,Padang,-0.9492,100.3543,80.35,82,100,1.28,ID,2022-07-20 01:41:49
459,Namatanai,-3.6667,152.4333,83.64,68,100,5.1,PG,2022-07-20 01:41:49
460,Ugoofaaru,5.6667,73.0,80.69,76,100,14.97,MV,2022-07-20 01:41:49
461,Balotra,25.8333,72.2333,83.82,79,100,15.93,IN,2022-07-20 01:41:50
462,Jinsha,32.0898,121.0735,91.99,67,95,6.96,CN,2022-07-20 01:41:50
463,Garowe,8.4054,48.4845,72.61,60,91,26.31,SO,2022-07-20 01:41:50
464,Karpathos,35.507,27.2132,71.56,83,0,28.77,GR,2022-07-20 01:41:50
465,Cuamba,-14.8031,36.5372,59.77,80,0,2.71,MZ,2022-07-20 01:41:51
466,Luderitz,-26.6481,15.1594,55.74,66,0,19.69,NA,2022-07-20 01:41:51
467,Akureyri,65.6835,-18.0878,51.73,87,100,6.91,IS,2022-07-20 01:41:51
468,Longyearbyen,78.2186,15.6401,48.04,87,75,5.75,SJ,2022-07-20 01:38:10
469,Bilibino,68.0546,166.4372,51.3,52,77,2.73,RU,2022-07-20 01:41:52
470,Bartlesville,36.7473,-95.9808,103.1,24,9,3.0,US,2022-07-20 01:41:52
471,Rosetta,31.4044,30.4164,78.55,78,0,9.84,EG,2022-07-20 01:41:52
472,Phetchabun,16.25,101.0833,79.07,81,100,2.08,TH,2022-07-20 01:41:53
473,Srikakulam,18.3,83.9,84.2,76,98,7.76,IN,2022-07-20 01:41:53
474,Bairiki,1.3292,172.9752,82.4,83,75,12.66,KI,2022-07-20 01:41:53
475,Chato,-2.6378,31.7669,65.1,55,21,4.32,TZ,2022-07-20 01:41:54
476,Atasu,48.6814,71.6433,74.28,27,0,6.26,KZ,2022-07-20 01:41:54
477,Pangnirtung,66.1451,-65.7125,47.77,85,100,3.09,CA,2022-07-20 01:41:54
478,Hasaki,35.7333,140.8333,90.28,80,83,4.32,JP,2022-07-20 01:37:36
479,Trairi,-3.2778,-39.2689,78.51,81,20,10.54,BR,2022-07-20 01:40:14
480,Phan Thiet,10.9333,108.1,81.28,77,100,5.26,VN,2022-07-20 01:41:55
481,Guaruja,-23.9931,-46.2564,68.02,95,100,6.11,BR,2022-07-20 01:37:41
482,San Felipe,10.3399,-68.7425,71.29,98,64,0.83,VE,2022-07-20 01:41:55
483,Khorinsk,52.1657,109.7726,67.26,71,88,9.44,RU,2022-07-20 01:41:56
484,Bam,29.106,58.357,87.35,13,100,12.95,IR,2022-07-20 01:41:56
485,Riachao,-7.3619,-46.6172,75.16,42,5,4.0,BR,2022-07-20 01:41:57
486,Ponta Delgada,37.7333,-25.6667,74.5,94,75,6.91,PT,2022-07-20 01:41:57
487,Ostrovnoy,68.0531,39.5131,49.86,95,100,11.52,RU,2022-07-20 01:41:57
488,Yenagoa,4.9247,6.2642,72.19,87,85,3.65,NG,2022-07-20 01:41:58
489,Ambon,-3.6954,128.1814,80.73,78,78,9.04,ID,2022-07-20 01:41:58
490,Provideniya,64.3833,-173.3,53.71,62,0,8.99,RU,2022-07-20 01:41:58
491,Vieste,41.8825,16.175,76.51,47,0,6.04,IT,2022-07-20 01:41:59
492,Kokopo,-4.352,152.2633,82.24,67,100,2.01,PG,2022-07-20 01:41:59
493,Dali,25.7,100.1833,64.26,97,100,1.86,CN,2022-07-20 01:41:59
494,Murakami,38.2333,139.4833,80.49,90,100,8.05,JP,2022-07-20 01:42:00
495,Buriti Bravo,-5.8372,-43.8336,75.25,46,18,4.61,BR,2022-07-20 01:42:00
496,Dayong,25.0209,118.2898,89.78,63,99,4.09,CN,2022-07-20 01:42:00
497,Marzuq,14.4,46.4667,76.96,56,100,7.2,YE,2022-07-20 01:42:01
498,Batticaloa,7.7102,81.6924,80.04,77,100,5.32,LK,2022-07-20 01:42:01
499,Abnub,27.2696,31.1511,82.62,31,0,5.73,EG,2022-07-20 01:42:01
500,Shwebo,22.5667,95.7,86.14,63,100,10.04,MM,2022-07-20 01:42:02
501,Hofn,64.2539,-15.2082,50.04,79,100,8.34,IS,2022-07-20 01:42:02
502,La Seyne-Sur-Mer,43.0982,5.8847,79.88,70,0,1.07,FR,2022-07-20 01:42:02
503,Ler,8.3018,30.1418,71.33,90,100,3.58,SS,2022-07-20 01:42:03
504,Asfi,32.2994,-9.2372,70.77,79,5,17.27,MA,2022-07-20 01:42:03
505,Salalah,17.0151,54.0924,75.29,100,100,5.75,OM,2022-07-20 01:41:45
506,Luau,-10.7073,22.2247,59.07,43,5,5.46,AO,2022-07-20 01:42:03
507,Saurimo,-9.6608,20.3916,58.33,42,12,5.14,AO,2022-07-20 01:42:04
508,Hirara,24.8,125.2833,89.46,74,40,18.41,JP,2022-07-20 01:42:04
509,Wanning,18.8003,110.3967,84.16,80,63,7.58,CN,2022-07-20 01:42:04
510,Ayan,56.45,138.1667,56.61,98,100,10.76,RU,2022-07-20 01:41:55
511,Shimoda,34.6667,138.95,84.29,74,76,5.77,JP,2022-07-20 01:40:51
512,Maryville,35.7565,-83.9705,82.35,81,40,12.66,US,2022-07-20 01:42:05
513,Ambulu,-8.345,113.6058,79.79,66,5,2.71,ID,2022-07-20 01:42:05
514,Te Anau,-45.4167,167.7167,40.8,97,100,2.57,NZ,2022-07-20 01:42:06
515,Svetlogorsk,52.6333,29.7333,55.58,97,17,6.76,BY,2022-07-20 01:42:06
516,Avera,33.194,-82.5271,78.31,91,96,8.25,US,2022-07-20 01:39:20
517,Syasstroy,60.1367,32.5691,56.19,92,34,17.05,RU,2022-07-20 01:42:06
518,Sarishabari,24.7333,89.8333,78.93,94,100,10.74,BD,2022-07-20 01:42:07
519,Ambunti,-4.2365,142.8448,86.49,65,79,2.01,PG,2022-07-20 01:42:07
520,Ulladulla,-35.35,150.4667,54.45,71,49,9.93,AU,2022-07-20 01:42:07
521,Comodoro Rivadavia,-45.8667,-67.5,49.86,57,0,18.41,AR,2022-07-20 01:42:00
522,Berlevag,70.8578,29.0864,54.91,84,100,4.9,NO,2022-07-20 01:42:08
523,Mandalay,21.9747,96.0836,85.95,65,100,10.92,MM,2022-07-20 01:42:08
524,Bullhead City,35.1478,-114.5683,114.01,16,77,5.99,US,2022-07-20 01:41:04
525,Valkeakoski,61.2642,24.0312,49.08,81,51,10.16,FI,2022-07-20 01:42:09
526,Praia Da Vitoria,38.7333,-27.0667,70.75,94,75,8.81,PT,2022-07-20 01:42:09
527,Yeniseysk,58.4497,92.1703,59.04,92,99,5.7,RU,2022-07-20 01:42:10
528,Kawalu,-7.3817,108.2082,79.25,72,8,2.95,ID,2022-07-20 01:42:10
529,Bukama,-9.2,25.85,68.86,48,9,3.87,CD,2022-07-20 01:42:10
530,Charters Towers,-20.1,146.2667,71.19,51,0,8.97,AU,2022-07-20 01:42:11
531,Kloulklubed,7.0419,134.2556,79.3,74,100,3.76,PW,2022-07-20 01:42:11
532,Edson,53.5835,-116.4356,69.91,37,0,17.27,CA,2022-07-20 01:42:11
533,Havre-Saint-Pierre,50.2334,-63.5986,64.76,94,100,6.91,CA,2022-07-20 01:42:12
534,Meulaboh,4.1363,96.1285,80.13,71,45,3.02,ID,2022-07-20 01:42:12
535,Kutum,14.2,24.6667,74.1,68,95,11.56,SD,2022-07-20 01:42:12
536,Okhotsk,59.3833,143.3,63.48,76,61,7.0,RU,2022-07-20 01:42:13
537,Itai,-23.4178,-49.0906,63.01,92,68,8.93,BR,2022-07-20 01:42:13
538,Soure,-0.7167,-48.5233,78.31,83,97,9.13,BR,2022-07-20 01:42:13
539,Jacareacanga,-6.2222,-57.7528,78.94,52,83,1.72,BR,2022-07-20 01:42:14
540,Waingapu,-9.6567,120.2641,80.8,56,27,12.41,ID,2022-07-20 01:42:14
541,North Bend,43.4065,-124.2243,74.25,92,100,11.5,US,2022-07-20 01:42:14
542,Champerico,14.3,-91.9167,75.81,91,100,7.63,GT,2022-07-20 01:42:15
543,Veraval,20.9,70.3667,80.71,85,96,16.08,IN,2022-07-20 01:42:15
544,Zhanakorgan,43.9098,67.2495,84.02,24,0,12.26,KZ,2022-07-20 01:42:15
545,Latung,5.5,120.8833,82.87,73,15,5.53,PH,2022-07-20 01:42:16
546,Tucurui,-3.7661,-49.6725,80.33,65,100,3.71,BR,2022-07-20 01:42:16
547,Tanout,14.9709,8.8879,81.07,60,13,7.25,NE,2022-07-20 01:42:17
548,Novyy Urgal,51.0736,132.5642,60.21,93,100,1.92,RU,2022-07-20 01:42:17
549,Jaunpur,25.7333,82.6833,87.82,65,92,4.97,IN,2022-07-20 01:39:34
550,Aanekoski,62.6946,25.818,49.68,100,10,7.54,FI,2022-07-20 01:42:17
551,Shelburne,44.0787,-80.2041,79.25,63,66,7.34,CA,2022-07-20 01:42:18
552,Quatre Cocos,-20.2078,57.7625,69.91,70,100,22.91,MU,2022-07-20 01:42:18
553,Linkoping,58.4109,15.6216,61.99,88,89,2.3,SE,2022-07-20 01:42:18
554,Payo,-3.7508,103.6372,81.3,75,46,1.36,ID,2022-07-20 01:42:19
555,Lazarev,52.225,141.5131,56.01,93,100,7.58,RU,2022-07-20 01:42:19
556,Sayat,38.7839,63.8803,84.07,23,0,22.03,TM,2022-07-20 01:42:19
557,Bichura,50.5881,107.6022,56.77,90,100,4.74,RU,2022-07-20 01:42:20
558,Copiapo,-27.3667,-70.3333,49.69,39,3,2.55,CL,2022-07-20 01:37:21
559,Moose Factory,51.2585,-80.6094,57.2,88,0,10.36,CA,2022-07-20 01:42:20
560,Cap Malheureux,-19.9842,57.6142,65.46,77,91,10.0,MU,2022-07-20 01:42:21
561,Coquimbo,-29.9533,-71.3436,53.33,100,100,2.3,CL,2022-07-20 01:42:21
562,Guerrero Negro,27.9769,-114.0611,73.0,68,5,14.72,MX,2022-07-20 01:42:21
563,Safaga,26.7292,33.9365,87.62,36,0,8.88,EG,2022-07-20 01:40:29
564,Hermiston,45.8404,-119.2895,97.45,19,0,8.05,US,2022-07-20 01:38:06
565,Tessalit,20.1986,1.0114,88.41,38,89,7.16,ML,2022-07-20 01:41:18
566,La Oroya,-11.5189,-75.8994,39.97,75,76,4.14,PE,2022-07-20 01:42:22
567,Pontianak,-0.0333,109.3333,81.99,83,75,3.44,ID,2022-07-20 01:42:22
